hotel_names,rating,coordinates,description,links,town
ibis Styles Carcassonne La Cité,8.7,"2.37271428108215,43.2075844286787",L'ibis Styles Carcassonne La Cité est situé à seulement 600 mètres de la ville médiévale de Carcassonne. ,www.booking.com/hotel/fr/inter-les-oliviers.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
Best Western Plus Le Donjon - Cœur de La Cité Médiévale,8.4,"2.36363366246223,43.2064642015836","Installé au cœur de la cité médiévale de Carcassonne et entouré par les remparts de la ville, le Best Western Plus Le Donjon - Cœur de La Cité Médiévale possède un restaurant-bar et se compose de 3...",www.booking.com/hotel/fr/bestwesternledonjon.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
L’Antre d’Eux,9.7,"2.393966,43.193012","Doté d'une piscine extérieure, L'Antre d'Eux Situé à Carcassonne, l'établissement propose gratuitement une connexion Wi-Fi et un parking privé. ",www.booking.com/hotel/fr/antre-d-eux-carcassonne1.fr.html?label=gen173nr-1FCAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AsygnYoGwAIB0gIkOWIxYTRhMGEtODY3NC00ZTg2LWJkODMtZTgxOTE5M2RhOTAw2AIF4AIB&sid=5fb93b346dc32bd7f391c067fd901350&dest_id=-1416701&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063564&srpvid=2c68696609bd00bb&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Carcassonne
"The Originals Access, Hôtel Foix (P'tit Dej-Hotel)",8.0,"1.61583244800568,42.9921118953589","L'hôtel The Originals Access, Hôtel Foix est situé à côté du parc naturel régional des Pyrénées ariégeoises, à 75 km de Toulouse. Il possède une réception ouverte 24h/24. ",www.booking.com/hotel/fr/campanilefoix.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Domaine de la Vallée d'Ax,8.3,"1.83908879756927,42.7145607319274","Installé à Ax-les-Thermes, à seulement 20 km d’Andorre, le Domaine de la Vallée d’Ax est une résidence touristique proposant des studios et des appartements modernes. ",www.booking.com/hotel/fr/mvm-le-domaine-de-la-vallee-d-ax.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Lagrange Vacances Les Chalets d’Ax,8.0,"1.83920681476593,42.7138315567186","Le Lagrange Vacances Les Chalets d'Ax est situé à Ax-Les-Thermes, à 800 mètres du centre-ville et des remontées mécaniques. ",www.booking.com/hotel/fr/residence-les-chalets-d-ax.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Hostellerie de la Poste,7.5,"1.60542547702789,42.8480639836905","Cette ancienne auberge est située dans le centre du village de Tarascon-sur-Ariège, à seulement 11,1 km de la station de ski de fond de Beille. ",www.booking.com/hotel/fr/hostellerie-de-la-poste-tarascon-sur-ariege.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Hôtel Terranostra,8.6,"1.60560279510651,42.84718593077","Doté d'un restaurant et d'un bar, l'Hotel Terranostra vous accueille à Tarascon-sur-Ariège, au cœur des sites historiques de l'Ariège. Une connexion Wi-Fi est disponible gratuitement. ",www.booking.com/hotel/fr/terranostra.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Le Hameau du Comté de Foix,8.8,"1.634179,42.894548","Situé à Mercus-Garrabet, à 33 km d'Ax-les-Thermes, l'établissement Le Hameau du Comté de Foix dispose d'un jardin et d'une connexion Wi-Fi gratuite. ",www.booking.com/hotel/fr/le-hameau-du-comte-de-foix.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Résidence Natura,7.3,"1.83852285146713,42.7193139560222","Située à Ax-les-Thermes, la Résidence Natura propose des appartements indépendants avec une télévision à écran plat et un coin salon, ainsi que des chambres doubles. ",www.booking.com/hotel/fr/ra-c-sidence-natura.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Brit Hotel Confort Foix,8.1,"1.61475956439972,43.005239496464","Idéalement situé au pied des Pyrénées, le Brit Hotel Confort Foix propose des chambres bien équipées conçues pour un confort ultime avec salle de bains privative et connexion Wi-Fi gratuite. ",www.booking.com/hotel/fr/hotel-balladins-foix-confort.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Chambres d'hôtes Belle Occitane,9.3,"1.60675853490829,42.8471852033842",L'établissement Chambres d'hôtes Belle Occitane est une demeure de caractère du XVIIIe siècle située dans la ville médiévale de Tarascon-sur-Ariège. ,www.booking.com/hotel/fr/belle-occitane.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
"Demeure de la Carmine, hammam, piscine chauffée",9.5,"1.87135530859837,43.087540393135","Implantée à Mirepoix, en Midi-Pyrénées, la Demeure de la Carmine se situe à 41 km de Carcassonne. Elle propose une piscine extérieure ouverte en saison, un hammam et un bar sur place. ",www.booking.com/hotel/fr/demeure-de-la-carmine.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALPoJ2KBsACAdICJDM2ZWVjYzNiLTNiY2MtNDMxMS1iMThlLTlkNmYxZDEyMTI1MdgCBeACAQ&sid=f4ea023537f2bcffe453bad5f75294ec&dest_id=2507&dest_type=region&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063567&srpvid=9c396967e7b30158&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Ariege
Mercure Toulouse Centre Saint-Georges,8.1,"1.44823595881462,43.6033286132389","Le Mercure Toulouse Centre Saint-Georges propose des hébergements climatisés dotés d'une connexion Wi-Fi gratuite dans le centre historique de Toulouse, à seulement 50 mètres de la place Wilson et à...",www.booking.com/hotel/fr/mercure-toulouse-saint-georges.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Le Grand Balcon Hotel,8.8,"1.44249469041824,43.6048736714363","Situé dans le centre de Toulouse, à 4 km du Stadium, Le Grand Balcon Hotel est un établissement 4 étoiles doté d'une décoration des années 1930 et d'une réception ouverte 24h/24. ",www.booking.com/hotel/fr/le-grand-balcon-toulouse.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Zenitude Hôtel-Résidences Toulouse Métropole,7.2,"1.40322983264923,43.5914922095608","Situé à Toulouse, en face de l’hippodrome, près des jardins du Barry, le Zenitude Hôtel-Résidences Toulouse Métropole dispose d’une piscine extérieure. Le Stadium de Toulouse est accessible à 4 km. ",www.booking.com/hotel/fr/appart-city-toulouse-hippodrome.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Zenitude Hôtel-Résidences Le Parc de l'Escale,7.8,"1.35816335678101,43.6059632486431","Situé dans un grand parc agrément d’un parcours de golf, le Zenitude Hôtel-Résidences Le Parc de l’Escale se trouve à seulement 7,5 km de l’aéroport de Toulouse-Blagnac. ",www.booking.com/hotel/fr/aparthotel-adagio-toulouse-aeroport.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Hotel Ours Blanc - Centre,7.3,"1.44707523286343,43.6062739978838","L'Hotel Ours Blanc - Centre vous accueille sur la place Victor Hugo, dans le centre de Toulouse. Il est situé à 200 mètres de la station de métro Jeanne d'Arc et à 4 km du stade de Toulouse. ",www.booking.com/hotel/fr/ours-blanc-centre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Novotel Toulouse Purpan Aéroport,8.0,"1.39876261353493,43.6055330525137","Le Novotel Toulouse Purpan Aéroport est situé à proximité de l'aéroport de Toulouse-Blagnac, à 20 minutes en bus de la célèbre place du Capitole. ",www.booking.com/hotel/fr/novotel-toulouse-purpan.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Lagrange Aparthotel Toulouse Saint-Michel,8.3,"1.44667893648148,43.5876359159792","Le Lagrange Aparthotel Toulouse Saint-Michel est situé à seulement 160 mètres de la station de métro Saint-Michel, à 10 minutes à pied du musée d'histoire naturelle et à 1,5 km du stade de Toulouse. ",www.booking.com/hotel/fr/privila-ge-appart-guillaumet.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Néméa Appart'Hôtel Résidence Concorde,8.3,"1.4518066495657,43.6119405200538","Le Néméa Appart’Hôtel Résidence Concorde est situé dans le centre de Toulouse, à proximité du canal du Midi et en face de la gare ferroviaire de Toulouse-Matabiau. ",www.booking.com/hotel/fr/residence-concorde.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Néméa Appart'hotel Toulouse Saint-Martin,7.3,"1.37139402329922,43.607773825943",Le Néméa Appart’hotel Toulouse Saint-Martin vous accueille à 5 minutes en voiture de l’aéroport de Toulouse-Blagnac et à 15 minutes de route du Stadium municipal de Toulouse. ,www.booking.com/hotel/fr/na-c-ma-c-a-appart-toulouse-saint-martin-toulouse.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Pullman Toulouse Centre Ramblas,8.5,"1.45334422588348,43.6085424187075",L'hôtel 5 étoiles Pullman Toulouse Centre possède des hébergements modernes et élégants à quelques pas du centre-ville et de la place du Capitole. ,www.booking.com/hotel/fr/toulouse-centre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtGgnYoGwAIB0gIkYTVkMGU5MTEtNWQzOS00MmRhLWIxYTctNGIwNDkxZmE2MjUy2AIF4AIB&sid=a845210910724d1224baf2df8b455573&dest_id=-1473166&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063569&srpvid=81d769689f6200b6&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Toulouse
Premiere Classe Montauban,5.2,"1.33401542901993,43.9829126232365",Le Première Classe Montauban est situé à 10 minutes en voiture du centre de Montauban. L’hôtel dispose d'une réception ouverte 24h/24 et d'une connexion Wi-Fi gratuite. ,www.booking.com/hotel/fr/hotelpremiereclasse.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
hotelF1 Montauban,5.8,"1.38512900000001,44.007347","L'hotelF1 Montauban vous accueille à Montauban, à 45 km de Toulouse. Les chambres sont équipées d'une télévision. Toutes les chambres donnent accès à une salle de bains commune. ",www.booking.com/hotel/fr/hotelf1-montauban.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
B&B Hôtel Montauban,8.1,"1.38602390000005,44.0401196501751","Le B&B Hôtel Montauban propose des hébergements au nord de Montauban, à respectivement 45 et 50 minutes de route de Cahors et du centre de Toulouse. ",www.booking.com/hotel/fr/b-amp-b-montauban.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
Abbaye des Capucins Spa & Resort,8.4,"1.34956687688828,44.0205429272037","L’Abbaye des Capucins Spa & Resort vous accueille à Montauban, à 30 minutes en voiture de Toulouse. ",www.booking.com/hotel/fr/abbaye-des-capucins-spa-and-resort.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
Kyriad Montauban Sud - Albasud,6.3,"1.33269846439362,43.9820402680002","Situé à proximité de l'autoroute A20, le Kyriad Montauban Sud - Albasud se trouve à seulement 8 km du centre-ville et de la gare de Montauban. ",www.booking.com/hotel/fr/hoteletrestaurantcampanilemontauban.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
ibis budget Montauban Les Chaumes,7.7,"1.38643178361235,44.0064922365391",L'ibis budget Montauban Les Chaumes vous accueille à 4 km du centre de Montauban et à 270 mètres de l'autoroute A20. ,www.booking.com/hotel/fr/ibis-budget-montauban-les-chaumes.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
Centre Louis Ormières,8.0,"1.338824,43.990284","Occupant un ancien couvent à Montauban, à côté du Tarn, le Centre Louis Ormières vous propose un restaurant, un jardin, des salles de réception et une connexion Wi-Fi gratuite dans l’ensemble de ses...",www.booking.com/hotel/fr/centre-louis-ormieres.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
Hôtel du Commerce,8.4,"1.35407298803329,44.0154257285788","Situé dans le centre de Montauban, l'Hôtel du Commerce propose des chambres insonorisées dans un bâtiment rénové du XVIIIe siècle avec ascenseur. ",www.booking.com/hotel/fr/hotel-du-commerce-montauban.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tb250YXViYW5IDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALToJ2KBsACAdICJDMxODAxMzQ0LTY2OWUtNDgzOC05YmRkLTM4OGMyNzc5NGFiNNgCBeACAQ&sid=cd268d9a78ef8c19c65e50b82ba71b8a&dest_id=-1452421&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063571&srpvid=e651696918cd0128&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Montauban
